Lambda,Alpha,Delta,PSI,Dose,Size,Number of Fractions,Gamma
0.07,0,0.02,0.94,114.7,3.7,31.0,0.0
0.07,0,0.02,0.94,117.8,3.8,31.0,0.0
0.07,0,0.02,0.96,3.1,0.1,31.0,0.0
0.07,0,0.02,0.96,6.2,0.2,31.0,0.0
0.07,0,0.02,0.96,9.3,0.3,31.000000000000004,0.0
0.07,0,0.02,0.96,12.4,0.4,31.0,0.0
0.07,0,0.02,0.96,15.5,0.5,31.0,0.0
0.07,0,0.02,0.96,18.6,0.6,31.000000000000004,0.0
0.07,0,0.02,0.96,21.7,0.7,31.0,0.0
0.07,0,0.02,0.96,24.8,0.8,31.0,0.0
0.07,0,0.02,0.96,27.9,0.9,30.999999999999996,0.0
0.07,0,0.02,0.96,31.0,1.0,31.0,0.0
0.07,0,0.02,0.96,34.1,1.1,31.0,0.0
0.07,0,0.02,0.96,37.2,1.2,31.000000000000004,0.0
0.07,0,0.02,0.96,40.3,1.3,30.999999999999996,0.0
0.07,0,0.02,0.96,43.4,1.4,31.0,0.0
0.07,0,0.02,0.96,46.5,1.5,31.0,0.0
0.07,0,0.02,0.96,49.6,1.6,31.0,0.0
0.07,0,0.02,0.96,52.7,1.7,31.000000000000004,0.0
0.07,0,0.02,0.96,55.8,1.8,30.999999999999996,0.0
0.07,0,0.02,0.96,58.9,1.9,31.0,0.0
0.07,0,0.02,0.96,62.0,2.0,31.0,0.0
0.07,0,0.02,0.96,65.1,2.1,30.999999999999996,0.0
0.07,0,0.02,0.96,68.2,2.2,31.0,0.0
0.07,0,0.02,0.96,71.3,2.3,31.0,0.0
0.07,0,0.02,0.96,74.4,2.4,31.000000000000004,0.0
0.07,0,0.02,0.96,77.5,2.5,31.0,0.0
0.07,0,0.02,0.96,80.6,2.6,30.999999999999996,0.0
0.07,0,0.02,0.96,83.7,2.7,31.0,0.0
0.07,0,0.02,0.96,86.8,2.8,31.0,0.0
0.07,0,0.02,0.96,89.9,2.9,31.000000000000004,0.0
0.07,0,0.02,0.96,93.0,3.0,31.0,0.0
0.07,0,0.02,0.96,96.1,3.1,30.999999999999996,0.0
0.07,0,0.02,0.96,99.2,3.2,31.0,0.0
0.07,0,0.02,0.96,102.3,3.3,31.0,0.0
0.07,0,0.02,0.96,105.4,3.4,31.000000000000004,0.0
0.07,0,0.02,0.96,108.5,3.5,31.0,0.0
0.07,0,0.02,0.96,111.6,3.6,30.999999999999996,0.0
0.07,0,0.02,0.96,114.7,3.7,31.0,0.0
0.07,0,0.02,0.96,117.8,3.8,31.0,0.0
0.07,0,0.02,0.98,2.9,0.1,28.999999999999996,0.0
0.07,0,0.02,0.98,5.8,0.2,28.999999999999996,0.0
0.07,0,0.02,0.98,8.7,0.3,29.0,0.0
0.07,0,0.02,0.98,11.6,0.4,28.999999999999996,0.0
0.07,0,0.02,0.98,14.5,0.5,29.0,0.0
0.07,0,0.02,0.98,17.4,0.6,29.0,0.0
0.07,0,0.02,0.98,20.3,0.7,29.000000000000004,0.0
0.07,0,0.02,0.98,23.2,0.8,28.999999999999996,0.0
0.07,0,0.02,0.98,26.1,0.9,29.0,0.0
0.07,0,0.02,0.98,29.0,1.0,29.0,0.0
0.07,0,0.02,0.98,31.9,1.1,28.999999999999996,0.0
0.07,0,0.02,0.98,34.8,1.2,29.0,0.0
0.07,0,0.02,0.98,37.7,1.3,29.0,0.0
0.07,0,0.02,0.98,40.6,1.4,29.000000000000004,0.0
0.07,0,0.02,0.98,43.5,1.5,29.0,0.0
0.07,0,0.02,0.98,46.4,1.6,28.999999999999996,0.0
0.07,0,0.02,0.98,49.3,1.7,29.0,0.0
0.07,0,0.02,0.98,52.2,1.8,29.0,0.0
0.07,0,0.02,0.98,55.1,1.9,29.000000000000004,0.0
0.07,0,0.02,0.98,58.0,2.0,29.0,0.0
0.07,0,0.02,0.98,60.9,2.1,28.999999999999996,0.0
0.07,0,0.02,0.98,63.8,2.2,28.999999999999996,0.0
0.07,0,0.02,0.98,66.7,2.3,29.000000000000004,0.0
0.07,0,0.02,0.98,69.6,2.4,29.0,0.0
0.07,0,0.02,0.98,72.5,2.5,29.0,0.0
0.07,0,0.02,0.98,75.4,2.6,29.0,0.0
0.07,0,0.02,0.98,78.3,2.7,28.999999999999996,0.0
0.07,0,0.02,0.98,81.2,2.8,29.000000000000004,0.0
0.07,0,0.02,0.98,84.1,2.9,29.0,0.0
0.07,0,0.02,0.98,87.0,3.0,29.0,0.0
0.07,0,0.02,0.98,89.9,3.1,29.0,0.0
0.07,0,0.02,0.98,92.8,3.2,28.999999999999996,0.0
0.07,0,0.02,0.98,95.7,3.3,29.000000000000004,0.0
0.07,0,0.02,0.98,98.6,3.4,29.0,0.0
0.07,0,0.02,0.98,101.5,3.5,29.0,0.0
0.07,0,0.02,0.98,104.4,3.6,29.0,0.0
0.07,0,0.02,0.98,107.3,3.7,28.999999999999996,0.0
0.07,0,0.02,0.98,110.2,3.8,29.000000000000004,0.0
0.07,0,0.02,0.98,113.1,3.9,29.0,0.0
0.07,0,0.02,0.98,116.0,4.0,29.0,0.0
0.07,0,0.02,0.98,118.9,4.1,29.000000000000004,0.0
0.07,0,0.025,0.64,4.1,0.1,40.99999999999999,0.0
0.07,0,0.025,0.64,8.2,0.2,40.99999999999999,0.0
0.07,0,0.025,0.64,12.3,0.3,41.00000000000001,0.0
0.07,0,0.025,0.64,16.4,0.4,40.99999999999999,0.0
0.07,0,0.025,0.64,20.5,0.5,41.0,0.0
0.07,0,0.025,0.64,24.6,0.6,41.00000000000001,0.0
0.07,0,0.025,0.64,28.7,0.7,41.0,0.0
0.07,0,0.025,0.64,32.8,0.8,40.99999999999999,0.0
0.07,0,0.025,0.64,36.9,0.9,41.0,0.0
0.07,0,0.025,0.64,41.0,1.0,41.0,0.0
0.07,0,0.025,0.64,45.1,1.1,41.0,0.0
0.07,0,0.025,0.64,49.2,1.2,41.00000000000001,0.0
0.07,0,0.025,0.64,53.3,1.3,40.99999999999999,0.0
0.07,0,0.025,0.64,57.4,1.4,41.0,0.0
0.07,0,0.025,0.64,61.5,1.5,41.0,0.0
0.07,0,0.025,0.64,65.6,1.6,40.99999999999999,0.0
0.07,0,0.025,0.64,69.7,1.7,41.0,0.0
0.07,0,0.025,0.64,73.8,1.8,41.0,0.0
0.07,0,0.025,0.64,77.9,1.9,41.00000000000001,0.0
0.07,0,0.025,0.64,82.0,2.0,41.0,0.0
0.07,0,0.025,0.64,86.1,2.1,40.99999999999999,0.0
0.07,0,0.025,0.64,90.2,2.2,41.0,0.0
0.07,0,0.025,0.64,94.3,2.3,41.0,0.0
0.07,0,0.025,0.64,98.4,2.4,41.00000000000001,0.0
0.07,0,0.025,0.64,102.5,2.5,41.0,0.0
0.07,0,0.025,0.64,106.6,2.6,40.99999999999999,0.0
0.07,0,0.025,0.64,110.7,2.7,41.0,0.0
0.07,0,0.025,0.64,114.8,2.8,41.0,0.0
0.07,0,0.025,0.64,118.9,2.9,41.0,0.0
0.07,0,0.025,0.66,4.1,0.1,40.99999999999999,0.0
0.07,0,0.025,0.66,8.2,0.2,40.99999999999999,0.0
0.07,0,0.025,0.66,12.3,0.3,41.00000000000001,0.0
0.07,0,0.025,0.66,16.4,0.4,40.99999999999999,0.0
0.07,0,0.025,0.66,20.5,0.5,41.0,0.0
0.07,0,0.025,0.66,24.6,0.6,41.00000000000001,0.0
0.07,0,0.025,0.66,28.7,0.7,41.0,0.0
0.07,0,0.025,0.66,32.8,0.8,40.99999999999999,0.0
0.07,0,0.025,0.66,36.9,0.9,41.0,0.0
0.07,0,0.025,0.66,41.0,1.0,41.0,0.0
0.07,0,0.025,0.66,45.1,1.1,41.0,0.0
0.07,0,0.025,0.66,49.2,1.2,41.00000000000001,0.0
0.07,0,0.025,0.66,53.3,1.3,40.99999999999999,0.0
0.07,0,0.025,0.66,57.4,1.4,41.0,0.0
0.07,0,0.025,0.66,61.5,1.5,41.0,0.0
0.07,0,0.025,0.66,65.6,1.6,40.99999999999999,0.0
0.07,0,0.025,0.66,69.7,1.7,41.0,0.0
0.07,0,0.025,0.66,73.8,1.8,41.0,0.0
0.07,0,0.025,0.66,77.9,1.9,41.00000000000001,0.0
0.07,0,0.025,0.66,82.0,2.0,41.0,0.0
0.07,0,0.025,0.66,86.1,2.1,40.99999999999999,0.0
0.07,0,0.025,0.66,90.2,2.2,41.0,0.0
0.07,0,0.025,0.66,94.3,2.3,41.0,0.0
0.07,0,0.025,0.66,98.4,2.4,41.00000000000001,0.0
0.07,0,0.025,0.66,102.5,2.5,41.0,0.0
0.07,0,0.025,0.66,106.6,2.6,40.99999999999999,0.0
0.07,0,0.025,0.66,110.7,2.7,41.0,0.0
0.07,0,0.025,0.66,114.8,2.8,41.0,0.0
0.07,0,0.025,0.66,118.9,2.9,41.0,0.0
0.07,0,0.025,0.68,4.0,0.1,40.0,0.0
0.07,0,0.025,0.68,8.0,0.2,40.0,0.0
0.07,0,0.025,0.68,12.0,0.3,40.0,0.0
0.07,0,0.025,0.68,16.0,0.4,40.0,0.0
0.07,0,0.025,0.68,20.0,0.5,40.0,0.0
0.07,0,0.025,0.68,24.0,0.6,40.0,0.0
0.07,0,0.025,0.68,28.0,0.7,40.0,0.0
0.07,0,0.025,0.68,32.0,0.8,40.0,0.0
0.07,0,0.025,0.68,36.0,0.9,40.0,0.0
0.07,0,0.025,0.68,40.0,1.0,40.0,0.0
0.07,0,0.025,0.68,44.0,1.1,40.0,0.0
0.07,0,0.025,0.68,48.0,1.2,40.0,0.0
0.07,0,0.025,0.68,52.0,1.3,40.0,0.0
0.07,0,0.025,0.68,56.0,1.4,40.0,0.0
0.07,0,0.025,0.68,60.0,1.5,40.0,0.0
0.07,0,0.025,0.68,64.0,1.6,40.0,0.0
0.07,0,0.025,0.68,68.0,1.7,40.0,0.0
0.07,0,0.025,0.68,72.0,1.8,40.0,0.0
0.07,0,0.025,0.68,76.0,1.9,40.0,0.0
0.07,0,0.025,0.68,80.0,2.0,40.0,0.0
0.07,0,0.025,0.68,84.0,2.1,40.0,0.0
0.07,0,0.025,0.68,88.0,2.2,40.0,0.0
0.07,0,0.025,0.68,92.0,2.3,40.0,0.0
0.07,0,0.025,0.68,96.0,2.4,40.0,0.0
0.07,0,0.025,0.68,100.0,2.5,40.0,0.0
0.07,0,0.025,0.68,104.0,2.6,40.0,0.0
0.07,0,0.025,0.68,108.0,2.7,40.0,0.0
0.07,0,0.025,0.68,112.0,2.8,40.0,0.0
0.07,0,0.025,0.68,116.0,2.9,40.0,0.0
0.07,0,0.025,0.7,3.8,0.1,37.99999999999999,0.0
0.07,0,0.025,0.7,7.6,0.2,37.99999999999999,0.0
0.07,0,0.025,0.7,11.4,0.3,38.0,0.0
0.07,0,0.025,0.7,15.2,0.4,37.99999999999999,0.0
0.07,0,0.025,0.7,19.0,0.5,38.0,0.0
0.07,0,0.025,0.7,22.8,0.6,38.0,0.0
0.07,0,0.025,0.7,26.6,0.7,38.00000000000001,0.0
0.07,0,0.025,0.7,30.4,0.8,37.99999999999999,0.0
0.07,0,0.025,0.7,34.2,0.9,38.0,0.0
0.07,0,0.025,0.7,38.0,1.0,38.0,0.0
0.07,0,0.025,0.7,41.8,1.1,37.99999999999999,0.0
0.07,0,0.025,0.7,45.6,1.2,38.0,0.0
0.07,0,0.025,0.7,49.4,1.3,38.0,0.0
0.07,0,0.025,0.7,53.2,1.4,38.00000000000001,0.0
0.07,0,0.025,0.7,57.0,1.5,38.0,0.0
0.07,0,0.025,0.7,60.8,1.6,37.99999999999999,0.0
0.07,0,0.025,0.7,64.6,1.7,38.0,0.0
0.07,0,0.025,0.7,68.4,1.8,38.0,0.0
0.07,0,0.025,0.7,72.2,1.9,38.0,0.0
0.07,0,0.025,0.7,76.0,2.0,38.0,0.0
0.07,0,0.025,0.7,79.8,2.1,38.0,0.0
0.07,0,0.025,0.7,83.6,2.2,37.99999999999999,0.0
0.07,0,0.025,0.7,87.4,2.3,38.00000000000001,0.0
0.07,0,0.025,0.7,91.2,2.4,38.0,0.0
0.07,0,0.025,0.7,95.0,2.5,38.0,0.0
0.07,0,0.025,0.7,98.8,2.6,38.0,0.0
0.07,0,0.025,0.7,102.6,2.7,37.99999999999999,0.0
0.07,0,0.025,0.7,106.4,2.8,38.00000000000001,0.0
0.07,0,0.025,0.7,110.2,2.9,38.0,0.0
0.07,0,0.025,0.7,114.0,3.0,38.0,0.0
0.07,0,0.025,0.7,117.8,3.1,38.0,0.0
0.07,0,0.025,0.72,3.6,0.1,36.0,0.0
0.07,0,0.025,0.72,7.2,0.2,36.0,0.0
0.07,0,0.025,0.72,10.8,0.3,36.00000000000001,0.0
0.07,0,0.025,0.72,14.4,0.4,36.0,0.0
0.07,0,0.025,0.72,18.0,0.5,36.0,0.0
0.07,0,0.025,0.72,21.6,0.6,36.00000000000001,0.0
0.07,0,0.025,0.72,25.2,0.7,36.0,0.0
0.07,0,0.025,0.72,28.8,0.8,36.0,0.0
0.07,0,0.025,0.72,32.4,0.9,36.0,0.0
0.07,0,0.025,0.72,36.0,1.0,36.0,0.0
0.07,0,0.025,0.72,39.6,1.1,36.0,0.0
0.07,0,0.025,0.72,43.2,1.2,36.00000000000001,0.0
0.07,0,0.025,0.72,46.8,1.3,36.0,0.0
0.07,0,0.025,0.72,50.4,1.4,36.0,0.0
0.07,0,0.025,0.72,54.0,1.5,36.0,0.0
0.07,0,0.025,0.72,57.6,1.6,36.0,0.0
0.07,0,0.025,0.72,61.2,1.7,36.0,0.0
0.07,0,0.025,0.72,64.8,1.8,36.0,0.0
0.07,0,0.025,0.72,68.4,1.9,36.00000000000001,0.0
0.07,0,0.025,0.72,72.0,2.0,36.0,0.0
0.07,0,0.025,0.72,75.6,2.1,35.99999999999999,0.0
0.07,0,0.025,0.72,79.2,2.2,36.0,0.0
0.07,0,0.025,0.72,82.8,2.3,36.0,0.0
0.07,0,0.025,0.72,86.4,2.4,36.00000000000001,0.0
0.07,0,0.025,0.72,90.0,2.5,36.0,0.0
0.07,0,0.025,0.72,93.6,2.6,36.0,0.0
0.07,0,0.025,0.72,97.2,2.7,36.0,0.0
0.07,0,0.025,0.72,100.8,2.8,36.0,0.0
0.07,0,0.025,0.72,104.4,2.9,36.0,0.0
0.07,0,0.025,0.72,108.0,3.0,36.0,0.0
0.07,0,0.025,0.72,111.6,3.1,36.0,0.0
0.07,0,0.025,0.72,115.2,3.2,36.0,0.0
0.07,0,0.025,0.72,118.8,3.3,36.0,0.0
0.07,0,0.025,0.74,3.6,0.1,36.0,0.0
0.07,0,0.025,0.74,7.2,0.2,36.0,0.0
0.07,0,0.025,0.74,10.8,0.3,36.00000000000001,0.0
0.07,0,0.025,0.74,14.4,0.4,36.0,0.0
0.07,0,0.025,0.74,18.0,0.5,36.0,0.0
0.07,0,0.025,0.74,21.6,0.6,36.00000000000001,0.0
0.07,0,0.025,0.74,25.2,0.7,36.0,0.0
0.07,0,0.025,0.74,28.8,0.8,36.0,0.0
0.07,0,0.025,0.74,32.4,0.9,36.0,0.0
0.07,0,0.025,0.74,36.0,1.0,36.0,0.0
0.07,0,0.025,0.74,39.6,1.1,36.0,0.0
0.07,0,0.025,0.74,43.2,1.2,36.00000000000001,0.0
0.07,0,0.025,0.74,46.8,1.3,36.0,0.0
0.07,0,0.025,0.74,50.4,1.4,36.0,0.0
0.07,0,0.025,0.74,54.0,1.5,36.0,0.0
0.07,0,0.025,0.74,57.6,1.6,36.0,0.0
0.07,0,0.025,0.74,61.2,1.7,36.0,0.0
0.07,0,0.025,0.74,64.8,1.8,36.0,0.0
0.07,0,0.025,0.74,68.4,1.9,36.00000000000001,0.0
0.07,0,0.025,0.74,72.0,2.0,36.0,0.0
0.07,0,0.025,0.74,75.6,2.1,35.99999999999999,0.0
0.07,0,0.025,0.74,79.2,2.2,36.0,0.0
0.07,0,0.025,0.74,82.8,2.3,36.0,0.0
0.07,0,0.025,0.74,86.4,2.4,36.00000000000001,0.0
0.07,0,0.025,0.74,90.0,2.5,36.0,0.0
0.07,0,0.025,0.74,93.6,2.6,36.0,0.0
0.07,0,0.025,0.74,97.2,2.7,36.0,0.0
0.07,0,0.025,0.74,100.8,2.8,36.0,0.0
0.07,0,0.025,0.74,104.4,2.9,36.0,0.0
0.07,0,0.025,0.74,108.0,3.0,36.0,0.0
0.07,0,0.025,0.74,111.6,3.1,36.0,0.0
0.07,0,0.025,0.74,115.2,3.2,36.0,0.0
0.07,0,0.025,0.74,118.8,3.3,36.0,0.0
0.07,0,0.025,0.76,3.5,0.1,35.0,0.0
0.07,0,0.025,0.76,7.0,0.2,35.0,0.0
0.07,0,0.025,0.76,10.5,0.3,35.0,0.0
0.07,0,0.025,0.76,14.0,0.4,35.0,0.0
0.07,0,0.025,0.76,17.5,0.5,35.0,0.0
0.07,0,0.025,0.76,21.0,0.6,35.0,0.0
0.07,0,0.025,0.76,24.5,0.7,35.0,0.0
0.07,0,0.025,0.76,28.0,0.8,35.0,0.0
0.07,0,0.025,0.76,31.5,0.9,35.0,0.0
0.07,0,0.025,0.76,35.0,1.0,35.0,0.0
0.07,0,0.025,0.76,38.5,1.1,35.0,0.0
0.07,0,0.025,0.76,42.0,1.2,35.0,0.0
0.07,0,0.025,0.76,45.5,1.3,35.0,0.0
0.07,0,0.025,0.76,49.0,1.4,35.0,0.0
0.07,0,0.025,0.76,52.5,1.5,35.0,0.0
0.07,0,0.025,0.76,56.0,1.6,35.0,0.0
0.07,0,0.025,0.76,59.5,1.7,35.0,0.0
0.07,0,0.025,0.76,63.0,1.8,35.0,0.0
0.07,0,0.025,0.76,66.5,1.9,35.0,0.0
0.07,0,0.025,0.76,70.0,2.0,35.0,0.0
0.07,0,0.025,0.76,73.5,2.1,35.0,0.0
0.07,0,0.025,0.76,77.0,2.2,35.0,0.0
0.07,0,0.025,0.76,80.5,2.3,35.0,0.0
0.07,0,0.025,0.76,84.0,2.4,35.0,0.0
0.07,0,0.025,0.76,87.5,2.5,35.0,0.0
0.07,0,0.025,0.76,91.0,2.6,35.0,0.0
0.07,0,0.025,0.76,94.5,2.7,35.0,0.0
0.07,0,0.025,0.76,98.0,2.8,35.0,0.0
0.07,0,0.025,0.76,101.5,2.9,35.0,0.0
0.07,0,0.025,0.76,105.0,3.0,35.0,0.0
0.07,0,0.025,0.76,108.5,3.1,35.0,0.0
0.07,0,0.025,0.76,112.0,3.2,35.0,0.0
0.07,0,0.025,0.76,115.5,3.3,35.0,0.0
0.07,0,0.025,0.76,119.0,3.4,35.0,0.0
0.07,0,0.025,0.78,3.4,0.1,34.0,0.0
0.07,0,0.025,0.78,6.8,0.2,34.0,0.0
0.07,0,0.025,0.78,10.2,0.3,34.0,0.0
0.07,0,0.025,0.78,13.6,0.4,34.0,0.0
0.07,0,0.025,0.78,17.0,0.5,34.0,0.0
0.07,0,0.025,0.78,20.4,0.6,34.0,0.0
0.07,0,0.025,0.78,23.8,0.7,34.0,0.0
0.07,0,0.025,0.78,27.2,0.8,34.0,0.0
0.07,0,0.025,0.78,30.6,0.9,34.0,0.0
0.07,0,0.025,0.78,34.0,1.0,34.0,0.0
0.07,0,0.025,0.78,37.4,1.1,33.99999999999999,0.0
0.07,0,0.025,0.78,40.8,1.2,34.0,0.0
0.07,0,0.025,0.78,44.2,1.3,34.0,0.0
0.07,0,0.025,0.78,47.6,1.4,34.0,0.0
0.07,0,0.025,0.78,51.0,1.5,34.0,0.0
0.07,0,0.025,0.78,54.4,1.6,34.0,0.0
0.07,0,0.025,0.78,57.8,1.7,34.0,0.0
0.07,0,0.025,0.78,61.2,1.8,34.0,0.0
0.07,0,0.025,0.78,64.6,1.9,34.0,0.0
0.07,0,0.025,0.78,68.0,2.0,34.0,0.0
0.07,0,0.025,0.78,71.4,2.1,34.0,0.0
0.07,0,0.025,0.78,74.8,2.2,33.99999999999999,0.0
0.07,0,0.025,0.78,78.2,2.3,34.00000000000001,0.0
0.07,0,0.025,0.78,81.6,2.4,34.0,0.0
0.07,0,0.025,0.78,85.0,2.5,34.0,0.0
0.07,0,0.025,0.78,88.4,2.6,34.0,0.0
0.07,0,0.025,0.78,91.8,2.7,34.0,0.0
0.07,0,0.025,0.78,95.2,2.8,34.0,0.0
0.07,0,0.025,0.78,98.6,2.9,34.0,0.0
0.07,0,0.025,0.78,102.0,3.0,34.0,0.0
0.07,0,0.025,0.78,105.4,3.1,34.0,0.0
0.07,0,0.025,0.78,108.8,3.2,34.0,0.0
0.07,0,0.025,0.78,112.2,3.3,34.0,0.0
0.07,0,0.025,0.78,115.6,3.4,34.0,0.0
0.07,0,0.025,0.78,119.0,3.5,34.0,0.0
0.07,0,0.025,0.8,3.3,0.1,32.99999999999999,0.0
0.07,0,0.025,0.8,6.6,0.2,32.99999999999999,0.0
0.07,0,0.025,0.8,9.9,0.3,33.0,0.0
0.07,0,0.025,0.8,13.2,0.4,32.99999999999999,0.0
0.07,0,0.025,0.8,16.5,0.5,33.0,0.0
0.07,0,0.025,0.8,19.8,0.6,33.0,0.0
0.07,0,0.025,0.8,23.1,0.7,33.00000000000001,0.0
0.07,0,0.025,0.8,26.4,0.8,32.99999999999999,0.0
0.07,0,0.025,0.8,29.7,0.9,33.0,0.0
0.07,0,0.025,0.8,33.0,1.0,33.0,0.0
0.07,0,0.025,0.8,36.3,1.1,32.99999999999999,0.0
0.07,0,0.025,0.8,39.6,1.2,33.0,0.0
0.07,0,0.025,0.8,42.9,1.3,33.0,0.0
0.07,0,0.025,0.8,46.2,1.4,33.00000000000001,0.0
0.07,0,0.025,0.8,49.5,1.5,33.0,0.0
0.07,0,0.025,0.8,52.8,1.6,32.99999999999999,0.0
0.07,0,0.025,0.8,56.1,1.7,33.0,0.0
0.07,0,0.025,0.8,59.4,1.8,33.0,0.0
0.07,0,0.025,0.8,62.7,1.9,33.0,0.0
0.07,0,0.025,0.8,66.0,2.0,33.0,0.0
0.07,0,0.025,0.8,69.3,2.1,33.0,0.0
0.07,0,0.025,0.8,72.6,2.2,32.99999999999999,0.0
0.07,0,0.025,0.8,75.9,2.3,33.00000000000001,0.0
0.07,0,0.025,0.8,79.2,2.4,33.0,0.0
0.07,0,0.025,0.8,82.5,2.5,33.0,0.0
0.07,0,0.025,0.8,85.8,2.6,33.0,0.0
0.07,0,0.025,0.8,89.1,2.7,32.99999999999999,0.0
0.07,0,0.025,0.8,92.4,2.8,33.00000000000001,0.0
0.07,0,0.025,0.8,95.7,2.9,33.0,0.0
0.07,0,0.025,0.8,99.0,3.0,33.0,0.0
0.07,0,0.025,0.8,102.3,3.1,33.0,0.0
0.07,0,0.025,0.8,105.6,3.2,32.99999999999999,0.0
0.07,0,0.025,0.8,108.9,3.3,33.0,0.0
0.07,0,0.025,0.8,112.2,3.4,33.0,0.0
0.07,0,0.025,0.8,115.5,3.5,33.0,0.0
0.07,0,0.025,0.8,118.8,3.6,33.0,0.0
0.07,0,0.025,0.82,3.1,0.1,31.0,0.0
0.07,0,0.025,0.82,6.2,0.2,31.0,0.0
0.07,0,0.025,0.82,9.3,0.3,31.000000000000004,0.0
0.07,0,0.025,0.82,12.4,0.4,31.0,0.0
0.07,0,0.025,0.82,15.5,0.5,31.0,0.0
0.07,0,0.025,0.82,18.6,0.6,31.000000000000004,0.0
0.07,0,0.025,0.82,21.7,0.7,31.0,0.0
0.07,0,0.025,0.82,24.8,0.8,31.0,0.0
0.07,0,0.025,0.82,27.9,0.9,30.999999999999996,0.0
0.07,0,0.025,0.82,31.0,1.0,31.0,0.0
0.07,0,0.025,0.82,34.1,1.1,31.0,0.0
0.07,0,0.025,0.82,37.2,1.2,31.000000000000004,0.0
0.07,0,0.025,0.82,40.3,1.3,30.999999999999996,0.0
0.07,0,0.025,0.82,43.4,1.4,31.0,0.0
0.07,0,0.025,0.82,46.5,1.5,31.0,0.0
0.07,0,0.025,0.82,49.6,1.6,31.0,0.0
0.07,0,0.025,0.82,52.7,1.7,31.000000000000004,0.0
0.07,0,0.025,0.82,55.8,1.8,30.999999999999996,0.0
0.07,0,0.025,0.82,58.9,1.9,31.0,0.0
0.07,0,0.025,0.82,62.0,2.0,31.0,0.0
0.07,0,0.025,0.82,65.1,2.1,30.999999999999996,0.0
0.07,0,0.025,0.82,68.2,2.2,31.0,0.0
0.07,0,0.025,0.82,71.3,2.3,31.0,0.0
0.07,0,0.025,0.82,74.4,2.4,31.000000000000004,0.0
0.07,0,0.025,0.82,77.5,2.5,31.0,0.0
0.07,0,0.025,0.82,80.6,2.6,30.999999999999996,0.0
0.07,0,0.025,0.82,83.7,2.7,31.0,0.0
0.07,0,0.025,0.82,86.8,2.8,31.0,0.0
0.07,0,0.025,0.82,89.9,2.9,31.000000000000004,0.0
0.07,0,0.025,0.82,93.0,3.0,31.0,0.0
0.07,0,0.025,0.82,96.1,3.1,30.999999999999996,0.0
0.07,0,0.025,0.82,99.2,3.2,31.0,0.0
0.07,0,0.025,0.82,102.3,3.3,31.0,0.0
0.07,0,0.025,0.82,105.4,3.4,31.000000000000004,0.0
0.07,0,0.025,0.82,108.5,3.5,31.0,0.0
0.07,0,0.025,0.82,111.6,3.6,30.999999999999996,0.0
0.07,0,0.025,0.82,114.7,3.7,31.0,0.0
0.07,0,0.025,0.82,117.8,3.8,31.0,0.0
0.07,0,0.025,0.84,3.1,0.1,31.0,0.0
0.07,0,0.025,0.84,6.2,0.2,31.0,0.0
0.07,0,0.025,0.84,9.3,0.3,31.000000000000004,0.0
0.07,0,0.025,0.84,12.4,0.4,31.0,0.0
0.07,0,0.025,0.84,15.5,0.5,31.0,0.0
0.07,0,0.025,0.84,18.6,0.6,31.000000000000004,0.0
0.07,0,0.025,0.84,21.7,0.7,31.0,0.0
0.07,0,0.025,0.84,24.8,0.8,31.0,0.0
0.07,0,0.025,0.84,27.9,0.9,30.999999999999996,0.0
0.07,0,0.025,0.84,31.0,1.0,31.0,0.0
0.07,0,0.025,0.84,34.1,1.1,31.0,0.0
0.07,0,0.025,0.84,37.2,1.2,31.000000000000004,0.0
0.07,0,0.025,0.84,40.3,1.3,30.999999999999996,0.0
0.07,0,0.025,0.84,43.4,1.4,31.0,0.0
0.07,0,0.025,0.84,46.5,1.5,31.0,0.0
0.07,0,0.025,0.84,49.6,1.6,31.0,0.0
0.07,0,0.025,0.84,52.7,1.7,31.000000000000004,0.0
0.07,0,0.025,0.84,55.8,1.8,30.999999999999996,0.0
0.07,0,0.025,0.84,58.9,1.9,31.0,0.0
0.07,0,0.025,0.84,62.0,2.0,31.0,0.0
0.07,0,0.025,0.84,65.1,2.1,30.999999999999996,0.0
0.07,0,0.025,0.84,68.2,2.2,31.0,0.0
0.07,0,0.025,0.84,71.3,2.3,31.0,0.0
0.07,0,0.025,0.84,74.4,2.4,31.000000000000004,0.0
0.07,0,0.025,0.84,77.5,2.5,31.0,0.0
0.07,0,0.025,0.84,80.6,2.6,30.999999999999996,0.0
0.07,0,0.025,0.84,83.7,2.7,31.0,0.0
0.07,0,0.025,0.84,86.8,2.8,31.0,0.0
0.07,0,0.025,0.84,89.9,2.9,31.000000000000004,0.0
0.07,0,0.025,0.84,93.0,3.0,31.0,0.0
0.07,0,0.025,0.84,96.1,3.1,30.999999999999996,0.0
0.07,0,0.025,0.84,99.2,3.2,31.0,0.0
0.07,0,0.025,0.84,102.3,3.3,31.0,0.0
0.07,0,0.025,0.84,105.4,3.4,31.000000000000004,0.0
0.07,0,0.025,0.84,108.5,3.5,31.0,0.0
0.07,0,0.025,0.84,111.6,3.6,30.999999999999996,0.0
0.07,0,0.025,0.84,114.7,3.7,31.0,0.0
0.07,0,0.025,0.84,117.8,3.8,31.0,0.0
0.07,0,0.025,0.86,3.0,0.1,30.0,0.0
0.07,0,0.025,0.86,6.0,0.2,30.0,0.0
